X1,X2,X20,X21,X22,X23,X24,X3,X30,X31,X32,X33,X34,X4,X40,X41,X42,X43,X44,Y
0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0
0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1
0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1
1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0
0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0
0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1
0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1
0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0
0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1
0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0
0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0
1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0
1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0
0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1
0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1
0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1
0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0
0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0
0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0
0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0
0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1
0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0
0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1
0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0
0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0
0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0
0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0
0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1
0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1
0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1
0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1
0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0
0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1
0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0
0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1
0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1
0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1
0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0
0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0
0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1
0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1
0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1
0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1
0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0
0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1
0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1
0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0
0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1
0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0
0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1
0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0
0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1
0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0
1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0
1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0
0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0
0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0
0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1
0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0
0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0
0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0
0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1
0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1
0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0
0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0
0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0
0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0
0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1
0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0
0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0
0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1
0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0
0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0
0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0
0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1
0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0
1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0
0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1
0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0
0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0
0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0
0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0
0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0
0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0
0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0
0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0
0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0
0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0
1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0
1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1
1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1
0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0
0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1
0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0
0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1
0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0
0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0
0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0
1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0
0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0
0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0
0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0
0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1
0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1
0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0
0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0
0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0
0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0
0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0
0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0
0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1
0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0
0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1
0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0
0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0
0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1
0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0
0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0
0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1
0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1
0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1
1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0
1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0
0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1
0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0
0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1
0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1
0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0
0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0
0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0
0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0
0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0
0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1
0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1
0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1
0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0
0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1
0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0
0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0
0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0
0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0
0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0
0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0
1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1
0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1
0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1
1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0
0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1
0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0
0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0
0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0
0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1
0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0
0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1
0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1
0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1
0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0
0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1
0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0
0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0
0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1
0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0
0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1
0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0
0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0
0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0
0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0
0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1
0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0
0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1
0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1
0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0
0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1
0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1
0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1
0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0
0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0
0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0
0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0
0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0
0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1
0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1
0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1
0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0
0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1
0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0
1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0
0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0
0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0
0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1
0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1
0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1
0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0
0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1
0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1
0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0
0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1
0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1
0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1
0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1
0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0
0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0
0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1
0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0
0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0
0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0
0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1
0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0
0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0
0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0
0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0
0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1
0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0
0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1
0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0
0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1
0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1
0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0
0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0
0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0
1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0
0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0
0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1
1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0
1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1
0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0
0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0
0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1
0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1
0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1
1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0
0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0
0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0
0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1
0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1
0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1
0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1
0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0
1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0
0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1
0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1
0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1
1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0
0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0
0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0
0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0
0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0
0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0
0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0
0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0
1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1
0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0
